text_id,text,hate
t_davidson_10417,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,0
t_davidson_10418,I can't with these second class bitches,2
t_davidson_10419,I can't with this disrespect ass bitches,2
t_davidson_10420,"I cannot be worried 'bout no bitch
Cause I know a bitch could be somewhere sucking a dick (ayeeee)",2
t_davidson_10421,I cannot express how infinitely better the book is to this trash.,0
t_davidson_10422,I cant fuc wit no bitch thats addicted to drugz,2
t_davidson_10423,I chase bread over hoes cause i never met a dollar i aint like #Facts,2
t_davidson_10424,I cheated on 10% of the bitches I had tf lol nobody even wanted to be all committed and shit,2
t_davidson_10425,"I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",2
t_davidson_10426,I confess. I'm autistic or something. I thought #Aerosmith #DreamOn was #LedZeppelin until like yesterday....... #retarded,0
t_davidson_10427,I copped a Uzi but I need some bullets for that bitch !,2
t_davidson_10428,I could NEVER bring myself to fw a bitch or nigga that wears EVERYBODY else shit like um no YOUR BROKE &amp; bummy ya fuccing boof &#128514;&#128557;&#9995;&#128553;,2
t_davidson_10429,I could b out here like some of these chicks...in the streets slingin pussy for a couple dollars but im not,2
t_davidson_10430,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo,2
t_davidson_10431,I could go for a brownie right now,0
t_davidson_10432,I could have so many bitches right now... Lately they been loving Flee,2
t_davidson_10433,"I could say my name butttttttt, ya bitch already knows it &#127926;",2
t_davidson_10434,I coulda sworn I was the last bitch on tunchi ig &#128129;&#9996;&#65039;&#128536;,2
t_davidson_10435,"I couldn't have no ""mama Joyce"" at my wedding. What a grumpy ass bitch!",2
t_davidson_10436,I couldn't press send. That tweet about anchor babies was even too raw for me.,0
t_davidson_10437,I cuff no hoes,2
t_davidson_10438,I curved yo bitch. Your welcome.,2
t_davidson_10439,I cut you out of my life for a reason you stupid bitch.. don't follow me on twitta,2
t_davidson_10441,I dare a bitch to key my truck &#128530;&#128298;,2
t_davidson_10442,I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,0
t_davidson_10443,I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,2
t_davidson_10444,"I despise clich&#233;s... you aint original bitch, you are a copy. #deleted",2
t_davidson_10445,I did anything for my bitch now these hoes only get hard dick nbs,2
t_davidson_10446,I did everything but trust these hoes !,2
t_davidson_10447,I did everything except trust these hoes,2
t_davidson_10448,I didn&#8217;t go to school here RT @LmaoAtDoseHoes: Arizona full of ugly hoes RT @t All my crushes ended up ugly after high school damn shame,2
t_davidson_10449,I didn't even get to see my baby today. Smh it's all my moms fault. Selfish bitch.,2
t_davidson_10450,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,1
t_davidson_10451,"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy",2
t_davidson_10452,I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.,2
t_davidson_10453,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",0
t_davidson_10454,I dnt let NOBODY borrow my shit&amp; i let My girlfriend got my sweats lol thas how u know she runnin shit...u otha hoes cant get a sock from me,2
t_davidson_10456,"I do alot of fucking girl, but I don't fuck around... I been in the same pussy since before MIGOS came out...",2
t_davidson_10457,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,1
t_davidson_10458,"I do know one thing though, bitches they come they go.",2
t_davidson_10459,I do the shit you bitches is too pussy to do,2
t_davidson_10460,I dog hoes not one but all hoes,2
t_davidson_10461,I don&#8217;t talk trash regarding sports.,0
t_davidson_10462,"I don't &#128683; keep friends &#128109;&#128107;&#128108; they come &#128072; and go &#128073;, don't fuck &#128581; with these bitches &#128109;&#128109;. FAKE ALL THEY KNOW. &#128175;&#10004;&#65039;",2
t_davidson_10463,I don't be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.,2
t_davidson_10464,I don't believe in that frenemies shit who Wats to have a bitch like dat with u all the time,2
t_davidson_10465,I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,0
t_davidson_10466,I don't buy pussy cuz it's free bitch I buy lacs!,2
t_davidson_10467,"I don't care how hot a bitch is, if her personality is shit, shes shit.",2
t_davidson_10468,"I don't care how old I am, when you put me in front of a bag of takis I'll eat that bitch",2
t_davidson_10469,"I don't care if you're Gay, yeent bout to me calling me ""bitch"" and ""fish"" and thinking shit is sweet. I don't even like girls doing that.",2
t_davidson_10470,"I don't chase no bitches, just chase my #dreams",2
t_davidson_10472,I don't even play flappy bird anymore because fuck him,2
t_davidson_10473,I don't fck wit those luvv... RT @_swishaas: &#8220;@11wdNICK: who's pussy better then a crazy bitch?&#8221; Apparently thots &#128530;,2
t_davidson_10474,"I don't feel like all black people are niggers but if you're black and you're being a nigger, imma tell you, idc",2
t_davidson_10476,"I don't focus on bitches, bitches focus on me. #trenttruce 
Photography by patrickos http://t.co/steiM7i09p",2
t_davidson_10477,I don't fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill,2
t_davidson_10478,I don't fuck wit hoe niggas,2
t_davidson_10479,I don't fuck wit these bitches cuz they think they slick&#128530;,2
t_davidson_10480,I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby,2
t_davidson_10481,"I don't fuck with you iffy bitches/niggas. Y'all don't put fear in my heart, y'all bleed the same I do and breathe the same &#10071;&#65039;&#10069;&#8252;&#65039;&#10069;&#10069;",2
t_davidson_10482,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.",2
t_davidson_10483,I don't get what standing on Ya tip toes does for these pics these hoes be taking,2
t_davidson_10484,"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""",2
t_davidson_10485,I don't give a fuck about yo gal yo wifey or yo boo came here by myself bitch I'm Tryna bone,2
t_davidson_10486,I don't glorify dis shit but bitch I am what I am and it is what it is!,2
t_davidson_10487,"I don't got no type, bad bitches is the only thing that I Iike",2
t_davidson_10488,I don't got that bad of a mouth do I? Fuck shit ass bitch cunt shooby de doo wop,2
t_davidson_10489,I don't have a wife she my bitch for the night. If she was catching bodies then it might be alright,2
t_davidson_10490,I don't have an iPhone so I have to manually ignore these hoes http://t.co/YXMHy17O1U,2
t_davidson_10491,I don't have another face other than my bitch face. &#128139;&#128128;&#128148; http://t.co/lWHzwbQBZk,2
t_davidson_10492,"I don't have hoes 
Its a myth",2
t_davidson_10493,I don't have no type .. Bad bitches is the only thing I like !!,2
t_davidson_10494,I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.,2
t_davidson_10495,I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap1,2
t_davidson_10496,I don't kick it with fuck nights and bitches,2
t_davidson_10497,I don't know what hoe activities consist of bc I don't partake in them. Shit it's so many I damn near can't tweet without being a hoe,2
t_davidson_10498,I don't know what you been told but I love them project hoes,0
t_davidson_10499,"I don't know what's more stressful, midterms or flappy birds.",0
t_davidson_10500,"I don't know why broads drunk dial me....I'm sleep, hoe!!",2
t_davidson_10502,I don't know. Maybe it is a good quote and a good way to feel but I've seen way too many petty life-destroying bitches use that quote.,2
t_davidson_10503,"I don't like bat man though, I fucked his bitch twice.",2
t_davidson_10504,I don't like that bitch.,2
t_davidson_10505,I don't like you bitch so &#128514;&#128514; &amp; I'm having a party all weekend my momma going out of town.,2
t_davidson_10506,I don't live for you hoes man,2
t_davidson_10507,I don't love my hoes I love a couple not all &#128514;&#128514;,2
t_davidson_10508,I don't love these bitches OR these hoes; fuck they thought? I love my MONEY!,2
t_davidson_10509,I don't love you hoes.,2
t_davidson_10510,I don't make music for niggas that don't get bitches,2
t_davidson_10511,I don't need no savin' I need to get fucking high and get some pussy.,2
t_davidson_10512,"I don't owe you shit, bitch, leave me alone",2
t_davidson_10513,I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,0
t_davidson_10514,I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,2
t_davidson_10515,I don't put nothing pass nobody when it comes money n pussy.,2
t_davidson_10516,I don't respect money ... Respect real niccas!,2
t_davidson_10517,I don't talk to niccas I talk to god we can relate,2
t_davidson_10518,I don't trust no bitch ... I dog em out,2
t_davidson_10519,I don't trust these bitches,2
t_davidson_10520,I don't understand how you can be such a bitch,2
t_davidson_10521,"I don't understand when people say ""yea, my first time smoking I didn't get high"" 

Cause damn that fuckin sucks bruh I was retarded high",2
t_davidson_10522,I don't understand why they mad at her making a track that spoke volumes about you muthafuckas. All the hoe &amp; bitch tracks about females,2
t_davidson_10523,I don't want a bitch that a nigga already had I want sumn new ... Or a runner it's too easy nigga I accept the challenge,2
t_davidson_10524,I don't want a bitch that's erybody bitch !,2
t_davidson_10525,I don't want me no good girl I fell inlove with these freak hoes,2
t_davidson_10526,I don't want no Philly disease lol Thot bitch,2
t_davidson_10527,I don't want no boof hoes or no burnt girls !,2
t_davidson_10528,I don't want sex bitch I only want ya neck bitch lol,2
t_davidson_10529,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,0
t_davidson_10530,"I don't. (._.) RT @FvckFresh: Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control",2
t_davidson_10531,I donated both of my (very expensive) prom dresses to teens who couldn't afford to buy one. Don't be a selfish bitch.,2
t_davidson_10532,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",0
t_davidson_10533,I done dun all kind of shit y'all niccas just fills shit!,2
t_davidson_10534,I done hit bout 6 threes out this bitch,2
t_davidson_10535,"I done seen a lot of fake shit. That bitch ain't bad, she's basic.",2
t_davidson_10536,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,1
t_davidson_10537,I dont fuck wit hoes or broke bitches,2
t_davidson_10538,"I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.",2
t_davidson_10539,I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!&#127926;,2
t_davidson_10540,I dont hide bitch im high when im in public,2
t_davidson_10541,I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;,2
t_davidson_10542,I dont know a niggah that could cover for me,2
t_davidson_10543,I dont love these hoes .,2
t_davidson_10544,I dont mess with sneaky ppl nd they hoe intentions,2
t_davidson_10545,"I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.",2
t_davidson_10546,I dont say fuck bitches get money because i love em both,2
t_davidson_10547,I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung,2
t_davidson_10548,I dont understand rich people who dress like trash,0
t_davidson_10549,I drag a bitch by her hair CAPTAIN CAVEMAN NNN!!!,2
t_davidson_10550,I dream about having twin girls a lot yea karma I know it's you bitch,2
t_davidson_10551,"I dress how I feel, if I felt like a bitch id dress like one",2
t_davidson_10552,I drive by and them bitches waive but girl I can't stop,2
t_davidson_10553,I eat generic Oreos.. Baller with a budget bitch.,2
t_davidson_10554,I eats the pussy.,2
t_davidson_10555,I fear no niggah I trust no bitchhh..,2
t_davidson_10556,I feel bad for all you bitches that have never been to Disney World &#127984;&#128081;,2
t_davidson_10557,I feel bad for her nicca tho ... Ya girl a hoe my nicca!,2
t_davidson_10558,"I feel bad having this info but at the same time , karmas a bitch,",2
t_davidson_10559,"I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!",2
t_davidson_10560,I feel like I got bitch slapped by karma.,2
t_davidson_10561,I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.,2
t_davidson_10562,I feel like a bad bitch when I wear my rhinestoned pocket jeans .,2
t_davidson_10563,I feel like a bitch that just got her heartbroken a day before her wedding,2
t_davidson_10564,I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh,2
t_davidson_10565,I feel like apart of the in crowd like yes bitch lets indirectly talk shit &#128514;,2
t_davidson_10566,I feel like its gon be a homo revalution round dis bitch deez niggas expandin,2
t_davidson_10567,I feel like slapping a bitch,2
t_davidson_10568,I feel like that niggah Pac these bitches set me up.,2
t_davidson_10569,"I feel like this hoe owe me something ..,",2
t_davidson_10570,I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,2
t_davidson_10571,I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch,2
t_davidson_10572,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",1
t_davidson_10573,I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem,2
t_davidson_10574,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,0
t_davidson_10575,"I fell in love wit my side bitch, crazy thing she wasnt even my bitch",2
t_davidson_10576,"I fight for what I love, but you make something of bitches I think nothing of.",2
t_davidson_10577,"I figured that if hoes wanna play games, fuck em and leave em :)",2
t_davidson_10578,I find a new song I like and play that hoe way more times than I should lol..,2
t_davidson_10579,I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &#128514;&#128514;,2
t_davidson_10580,I find it amusing that Senator @tedcruz is an anchor baby. #LMAO,0
t_davidson_10581,"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",2
t_davidson_10582,I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe &#128514;&#128514;&#128514;,2
t_davidson_10583,I flipped dat pacc said fucc a bitch n went and did it again,2
t_davidson_10584,I follow sum bush ass bitches on here &#128565;,2
t_davidson_10585,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,1
t_davidson_10586,"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De",2
t_davidson_10587,I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,0
t_davidson_10588,I from the planet of apes king Kong clips,0
t_davidson_10589,"I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh",2
t_davidson_10590,"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?",2
t_davidson_10591,I fuck bitches &#128175;&#128536;&#128541;&#128539;&#128525; better watch yah hoe &#128175;&#128129;&#128168;&#128069;&#128109;,2
t_davidson_10592,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",2
t_davidson_10593,I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak,2
t_davidson_10594,I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay,2
t_davidson_10595,"I fucked your little sister last night
The pussy was right 
The pussy was tight",2
t_davidson_10596,I fuckedd your bitch than gave her a snack pack,2
t_davidson_10597,I fuckin hate this bitches voice OMG,2
t_davidson_10598,"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.",2
t_davidson_10599,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,1
t_davidson_10600,I gain a few pounds a bitch look thickkkkkk,2
t_davidson_10601,"I gassss on these niggas, I got gas for all these hoes",2
t_davidson_10602,"I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD",2
t_davidson_10603,I get a 50 pound bag of dawg for the mutts,0
t_davidson_10604,I get bitches on tinder,2
t_davidson_10605,I get gwop now that bitch remember me,2
t_davidson_10606,I get more nudes than all you bitches &#128526;,2
t_davidson_10607,I get so deep in that pussy i touch the back of her soul!!!,2
t_davidson_10608,I give my niggas hope and sell these bitches dreams!,2
t_davidson_10609,"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7",2
t_davidson_10610,I gonna start unfollowing angry bitches. Shit is mad depressing,2
t_davidson_10611,"I got .05"" of rain yesterday including the bird shit in my gauge.",2
t_davidson_10612,"I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes.",2
t_davidson_10613,I got 7 A's &amp; a B on my progress report &amp; I still be touchin Bands &#128514;&#128557; bitch get like me &#128527;&#128175;,2
t_davidson_10614,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata",2
t_davidson_10615,I got 99 problems but a bitch ain't 1!,2
t_davidson_10616,I got 99 problems but a bitch ain't one,2
t_davidson_10617,"I got 99 problems but a bitch aint one, she's all 99 of em I need a michane gun",2
t_davidson_10618,I got 99 problems but a pussy ass bitch ain't one ;),2
t_davidson_10619,I got California love fuckin bitches to that pop shit,2
t_davidson_10620,I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,2
t_davidson_10621,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus",2
t_davidson_10622,"I got a Spanish bitch, her name Nina #paranoid",2
t_davidson_10623,I got a cousin thats rollin ... Got a bitch in tha hoovers,2
t_davidson_10624,"I got a gang of old ass drafts, all trash",2
t_davidson_10625,I got a main bitch I got new hoe love my Ak but I got my .44,2
t_davidson_10626,I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious,2
t_davidson_10627,I got a missed call from your bitch &#128514;,2
t_davidson_10628,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;",2
t_davidson_10629,I got a surprise for you bitches,2
t_davidson_10630,"I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch.",2
t_davidson_10631,I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,0
t_davidson_10632,"I got ass cheeks on my white tee, all these hoes keep grindin on me",2
t_davidson_10633,I got bad bitches on stand by,2
t_davidson_10634,I got bitches geekin sneaking cocaina cross the customs &#128131;,2
t_davidson_10635,I got bitches nervous like virgins flirtin wit uncle mervin,2
t_davidson_10636,"I got bitches on my dick

They just ain't here yet nigga",2
t_davidson_10637,I got bitches tho.. That's all I got.,2
t_davidson_10638,I got dirty birds hey shoot like Larry bird hey,0
t_davidson_10639,I got every reason to feel like I'm that bitch,2
t_davidson_10640,I got good credit. So my bitch credit gotta match mine,2
t_davidson_10641,I got hella hoes,2
t_davidson_10642,I got hoes I got fuckin hoes I got fuckin hoes !!!,2
t_davidson_10643,I got hoes in different area codes,2
t_davidson_10644,I got hoes. I got hoes. I got hoes. I got hoes.,2
t_davidson_10645,I got lean I got work I got bands my nigguh,2
t_davidson_10646,I got money and hoes money and hoes,2
t_davidson_10647,I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes,2
t_davidson_10648,I got more trust in drugs then these dumb ass bitches,2
t_davidson_10649,I got my dawg Norris some blue flames for his bday dat bitch couldn't even drink it.... but u no Pop alcoholic ass downed it,2
t_davidson_10650,I got my eyes on this red bone,0
t_davidson_10651,"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with",2
t_davidson_10652,"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn",2
t_davidson_10653,"I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch.",2
t_davidson_10654,I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl,2
t_davidson_10655,"I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !",2
t_davidson_10656,I got no respect for hoe shit,2
t_davidson_10657,"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss",2
t_davidson_10658,I got some bitch ass coworkers. I stay late every day last week I don't complain about them mfs. They stay late they send emails that I left,2
t_davidson_10659,I got some lightskin pussy one time and the bitch damn near had me bout to propose.,2
t_davidson_10660,I got some yard work i need done....you got me? RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;,2
t_davidson_10661,"I got something for your ass, keep thinking I'm pussy",2
t_davidson_10662,I got soo many funny pictures from yesterday &#128514;&#128557; bitches was fucced,2
t_davidson_10663,"I got the streets in a head lock, I got yo bitch in a leg lock",2
t_davidson_10664,I got the streets ina headlock i got yo bitch ina leg lock i do not fuck with the fed cops!! &#10060;,2
t_davidson_10665,"I got the streets ina headlock, i got yo bitch ina leg lock!",2
t_davidson_10666,I got the streetz ina head lock...i got yo bitch ina leg lock!,2
t_davidson_10667,I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.,2
t_davidson_10668,I got this root beer chillin in the fridge imma crack that bitch open in a few,2
t_davidson_10669,I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,0
t_davidson_10670,I got yo bitch dick whipped,2
t_davidson_10671,I got. A lot. Of hoes.... All up on my dick,2
t_davidson_10672,I gotta a bad bitch and all she do is bake cookies,2
t_davidson_10673,I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit,2
t_davidson_10674,I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits,2
t_davidson_10675,I gotta big head yah bitch I think it's crown sized,2
t_davidson_10676,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut,2
t_davidson_10677,I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!,2
t_davidson_10678,I gotta get it while da gettin good my nigguh,2
t_davidson_10679,I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch,2
t_davidson_10680,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,0
t_davidson_10681,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;,2
t_davidson_10682,I grew up with niggahs don't trust no niggah no love for niggahs,2
t_davidson_10683,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.,2
t_davidson_10684,I guess I just come off as a bitch to people &#128529;,2
t_davidson_10685,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?,2
t_davidson_10686,I guess niccas think if they owe you money for so long you'll forget! &#128530;&#128530;,2
t_davidson_10687,I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,2
t_davidson_10688,I guess that OH was a bitch I don't! Ha,2
t_davidson_10689,I had 14 fags in the space ae 3 hours? Excuse me? #confused #wheresshitgoing,2
t_davidson_10690,I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease,2
t_davidson_10691,"I had a dope ass parlay this week with San Fran... woulda won, but them hoes ran back the pick 6. SHIT BE RIGGED YO!",2
t_davidson_10692,"I had a dream I was in 4th grade again with my class except as my current self and remember thinking ""you're crazy, you become a hoe, moron""",2
t_davidson_10693,"I had a dumbass dr do that on a c-4, I was just like this dumb bitch",2
t_davidson_10694,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,0
t_davidson_10695,"I had liked this one bitch but, she always was in some shit causing some fucking drama",2
t_davidson_10696,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh",2
t_davidson_10697,I had to hug the block. You bitches just wave at it,2
t_davidson_10698,"I had to tell a bitch, I WANT THE LOVEEEEE",2
t_davidson_10699,I had to unfollow some crazy asian bitch earlier lol I don't play,2
t_davidson_10700,I had wack dick until I started messing with white hoes. They stuck around &amp; let a young goon practice on em.,2
t_davidson_10701,I hardly text back so these hoes love to phone me,2
t_davidson_10702,"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",0
t_davidson_10703,I hate Hashtag activism. No lie. I think 95% of it is trash.,0
t_davidson_10704,"I hate a "" think she know how to out head type bitch foh """,2
t_davidson_10705,"I hate a ""Hacked at 20k"" ass hoe..",2
t_davidson_10706,"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater &#128530; we never talked u jus know em",2
t_davidson_10707,"I hate a bitch that love a bitch that say she love a nigga too
Confused ass bitch What you gon' do?
Is you gay bitch? Is you straight bitch?",2
t_davidson_10708,I hate a don't get shit done ass nigguh,2
t_davidson_10709,"I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary .",2
t_davidson_10710,I hate a nosey bitch like mind yah business,2
t_davidson_10711,I hate a ol fat disgusting Walmart working ass bitch.....,2
t_davidson_10712,I hate a stuck up bitch. Likeeee stfu. You ain't shit special.,2
t_davidson_10713,I hate a trash bad bitch,2
t_davidson_10714,I hate a wishy washy bitch,2
t_davidson_10715,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,1
t_davidson_10716,I hate baldheadass bitches &#128529; https://t.co/rs9jj9PSc3,2
t_davidson_10717,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",0
t_davidson_10718,I hate bitch made niggas that think as soon as they get some pussy theyre bad ass. Youre 18 as a junior and you bang freshman. #bitchnigga,2
t_davidson_10719,I hate bitches but ugly and//or fat bitches are the worst,2
t_davidson_10720,I hate bitches that fish for compliments,2
t_davidson_10721,I hate bitches that have attitudes all the time,2
t_davidson_10722,"I hate bitches that wear those fake ass ray bans, they're only $100 stop being cheap.",2
t_davidson_10723,I hate bitches who thinks everyone wants their nasty ass like no &#9995; you're not cute &#128530;,2
t_davidson_10724,I hate bitches with bad eyebrows,2
t_davidson_10725,I hate bitches with thick eyebrows,2
t_davidson_10726,I hate bitches. Thirsty ass bitches,2
t_davidson_10727,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &#9996;&#65039;",2
t_davidson_10728,I hate dumb bitches,1
t_davidson_10729,I hate fat bitches,1
t_davidson_10730,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?",2
t_davidson_10731,I hate ghetto bitches with a passion..,2
t_davidson_10732,I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too,2
t_davidson_10733,I hate hoes,2
t_davidson_10734,"I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado",2
t_davidson_10735,"I hate how girls bitch about 

E V E R Y T H I N G",2
t_davidson_10736,I hate my dog's name.. It sounds so ghetto. &#128528;,0
t_davidson_10737,"I hate people who talk loud, ignorant ass mother fuckers and ghetto people.",2
t_davidson_10738,I hate pretty bitches that chill with lame niggas,2
t_davidson_10739,I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .,2
t_davidson_10740,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,2
t_davidson_10741,I hate ratchet country hoes I'm ashamed,2
t_davidson_10742,I hate self-rightous Black bitches.,2
t_davidson_10743,I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.,2
t_davidson_10744,I hate stupid bitches who cry for stupid reasons,2
t_davidson_10745,"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster",2
t_davidson_10746,I hate texting boring bitches,2
t_davidson_10747,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,0
t_davidson_10748,I hate that hoe ... She ain't bout shit,2
t_davidson_10749,I hate that hoe oml &#128074;&#128074;&#128074;&#128074;&#128545;,2
t_davidson_10750,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",1
t_davidson_10751,I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;,2
